Table with row headers in column A and column headers in rows 4 through 974. Leading dots indicate subparts.,,,,,,,,,,
CBSA Report Chapter 3 Data,,,,,,,,,,
,,,,,,,,,,
"CBSA
Code",Geographic area,Legal/statistical area description,Population,,"Land area in
square miles, 2010",Population density1,,,,
,,,,,,Overall,,Population weighted,,
,,,2000,2010,,2000,2010,2000,2010,"Change, 2000 to 2010"
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,"824,008","862,477",604.5,"1,363.1","1,426.7","3,926.9","4,007.4",80.5
35380,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,"1,316,510","1,167,764","2,960.2",444.7,394.5,"6,118.9","4,370.2","-1,748.7"
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,"18,323,002","18,897,109","6,686.9","2,740.1","2,826.0","31,683.6","31,251.4",-432.2
35660,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,"162,453","156,813",567.7,286.1,276.2,"1,149.5","1,056.1",-93.4
35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,"589,959","702,281","1,298.8",454.2,540.7,"2,642.2","2,390.2",-252.0
35980,"Norwich-New London, CT",Metropolitan Statistical Area,"259,088","274,055",664.9,389.7,412.2,"1,420.8","1,529.2",108.5
36100,"Ocala, FL",Metropolitan Statistical Area,"258,916","331,298","1,584.5",163.4,209.1,704.2,824.0,119.8
36140,"Ocean City, NJ",Metropolitan Statistical Area,"102,326","97,265",251.4,407.0,386.9,"1,709.2","1,424.6",-284.6
36220,"Odessa, TX",Metropolitan Statistical Area,"121,123","137,130",897.7,134.9,152.8,"2,484.8","2,519.6",34.8
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"442,656","547,184","1,484.1",298.3,368.7,"2,917.1","2,937.4",20.3
36420,"Oklahoma City, OK",Metropolitan Statistical Area,"1,095,421","1,252,987","5,511.6",198.7,227.3,"2,588.7","2,568.8",-19.9
36500,"Olympia, WA",Metropolitan Statistical Area,"207,355","252,264",722.0,287.2,349.4,"1,556.6","1,702.9",146.3
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"767,041","865,350","4,349.6",176.3,198.9,"3,284.5","3,138.1",-146.4
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,"1,644,561","2,134,411","3,478.5",472.8,613.6,"2,856.8","2,774.6",-82.2
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,"156,763","166,994",434.5,360.8,384.3,"2,866.4","2,701.8",-164.6
36980,"Owensboro, KY",Metropolitan Statistical Area,"109,875","114,752",898.5,122.3,127.7,"1,350.5","1,347.4",-3.1
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,"753,197","823,318","1,843.1",408.7,446.7,"5,218.3","5,542.2",323.9
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,"476,230","543,376","1,015.7",468.9,535.0,"2,147.6","2,152.9",5.3
37380,"Palm Coast, FL",Metropolitan Statistical Area,"49,832","95,696",485.5,102.6,197.1,849.0,"1,271.9",422.9
37460,"Panama City-Lynn Haven-Panama City Beach, FL",Metropolitan Statistical Area,"148,217","168,852",758.5,195.4,222.6,"1,532.3","1,496.1",-36.2
37620,"Parkersburg-Marietta-Vienna, WV-OH",Metropolitan Statistical Area,"164,624","162,056","1,360.8",121.0,119.1,"1,215.0","1,135.9",-79.1
37700,"Pascagoula, MS",Metropolitan Statistical Area,"150,564","162,246","1,201.5",125.3,135.0,"1,007.2",862.8,-144.4
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,"412,153","448,991","1,668.1",247.1,269.2,"1,548.9","1,471.9",-77.1
37900,"Peoria, IL",Metropolitan Statistical Area,"366,899","379,186","2,470.9",148.5,153.5,"1,862.2","1,651.2",-211.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"5,687,147","5,965,343","4,602.1","1,235.8","1,296.2","8,064.3","7,773.2",-291.1
38060,"Phoenix-Mesa-Glendale, AZ",Metropolitan Statistical Area,"3,251,876","4,192,887","14,565.8",223.3,287.9,"5,028.4","4,394.9",-633.4
38220,"Pine Bluff, AR",Metropolitan Statistical Area,"107,341","100,258","2,030.0",52.9,49.4,"1,021.7",847.3,-174.5
38300,"Pittsburgh, PA",Metropolitan Statistical Area,"2,431,087","2,356,285","5,281.5",460.3,446.1,"3,290.0","2,990.8",-299.3
38340,"Pittsfield, MA",Metropolitan Statistical Area,"134,953","131,219",926.8,145.6,141.6,"1,319.7","1,257.1",-62.6
38540,"Pocatello, ID",Metropolitan Statistical Area,"83,103","90,656","2,516.2",33.0,36.0,"1,730.3","1,803.9",73.6
38860,"Portland-South Portland-Biddeford, ME",Metropolitan Statistical Area,"487,568","514,098","2,079.6",234.4,247.2,"1,531.3","1,471.1",-60.2
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,"1,927,881","2,226,009","6,683.7",288.4,333.0,"3,994.4","4,372.6",378.2
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,"319,426","424,107","1,115.4",286.4,380.2,"1,687.7","1,921.0",233.3
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,"621,517","670,301","1,607.3",386.7,417.0,"2,078.5","2,319.5",241.0
39140,"Prescott, AZ",Metropolitan Statistical Area,"167,517","211,033","8,123.5",20.6,26.0,690.1,724.5,34.4
39300,"Providence-New Bedford-Fall River, RI-MA",Metropolitan Statistical Area,"1,582,997","1,600,852","1,586.9",997.5,"1,008.8","4,890.8","4,763.7",-127.1
39340,"Provo-Orem, UT",Metropolitan Statistical Area,"376,774","526,810","5,395.7",69.8,97.6,"4,781.3","4,270.3",-510.9
39380,"Pueblo, CO",Metropolitan Statistical Area,"141,472","159,063","2,386.1",59.3,66.7,"3,052.9","2,676.3",-376.6
39460,"Punta Gorda, FL",Metropolitan Statistical Area,"141,627","159,978",680.3,208.2,235.2,"1,382.5","1,320.8",-61.7
39540,"Racine, WI",Metropolitan Statistical Area,"188,831","195,408",332.5,567.9,587.7,"3,151.6","2,905.0",-246.6
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,"797,071","1,130,490","2,118.2",376.3,533.7,"1,694.1","1,850.1",156.1
39660,"Rapid City, SD",Metropolitan Statistical Area,"112,818","126,382","6,247.5",18.1,20.2,"1,253.6","1,170.8",-82.8
39740,"Reading, PA",Metropolitan Statistical Area,"373,638","411,442",856.5,436.2,480.4,"4,316.3","4,656.8",340.5
39820,"Redding, CA",Metropolitan Statistical Area,"163,256","177,223","3,775.4",43.2,46.9,"1,227.5","1,334.2",106.8
39900,"Reno-Sparks, NV",Metropolitan Statistical Area,"342,885","425,417","6,565.3",52.2,64.8,"4,268.8","3,714.7",-554.1
40060,"Richmond, VA",Metropolitan Statistical Area,"1,096,957","1,258,251","5,685.0",193.0,221.3,"2,159.1","2,175.7",16.6
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,"3,254,821","4,224,851","27,263.4",119.4,155.0,"4,060.4","4,299.6",239.2
40220,"Roanoke, VA",Metropolitan Statistical Area,"288,309","308,707","1,868.7",154.3,165.2,"1,519.5","1,483.4",-36.1
40340,"Rochester, MN",Metropolitan Statistical Area,"163,618","186,011","1,615.6",101.3,115.1,"1,663.0","1,549.6",-113.4
40380,"Rochester, NY",Metropolitan Statistical Area,"1,037,831","1,054,323","2,928.1",354.4,360.1,"3,096.9","2,909.0",-187.9
40420,"Rockford, IL",Metropolitan Statistical Area,"320,204","349,431",794.1,403.2,440.0,"2,592.2","2,381.4",-210.7
40580,"Rocky Mount, NC",Metropolitan Statistical Area,"143,026","152,392","1,045.7",136.8,145.7,567.4,525.7,-41.7
40660,"Rome, GA",Metropolitan Statistical Area,"90,565","96,317",509.9,177.6,188.9,702.6,723.0,20.4
40900,"Sacramento--Arden-Arcade--Roseville, CA",Metropolitan Statistical Area,"1,796,857","2,149,127","5,094.2",352.7,421.9,"4,584.3","4,538.5",-45.8
40980,"Saginaw-Saginaw Township North, MI",Metropolitan Statistical Area,"210,039","200,169",800.1,262.5,250.2,"1,910.1","1,601.2",-308.9
41060,"St. Cloud, MN",Metropolitan Statistical Area,"167,392","189,093","1,751.4",95.6,108.0,"1,231.3","1,260.7",29.4
41100,"St. George, UT",Metropolitan Statistical Area,"90,354","138,115","2,426.4",37.2,56.9,899.3,"1,039.0",139.8
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,"122,336","127,329","1,655.5",73.9,76.9,"1,609.9","1,621.5",11.6
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,"2,698,687","2,812,896","8,623.2",313.0,326.2,"3,015.9","2,742.5",-273.5
41420,"Salem, OR",Metropolitan Statistical Area,"347,214","390,738","1,923.1",180.5,203.2,"2,660.4","2,958.1",297.7
41500,"Salinas, CA",Metropolitan Statistical Area,"401,762","415,057","3,280.6",122.5,126.5,"6,735.2","6,402.3",-332.9
41540,"Salisbury, MD",Metropolitan Statistical Area,"109,391","125,203",694.2,157.6,180.4,"1,057.7","1,089.8",32.1
41620,"Salt Lake City, UT",Metropolitan Statistical Area,"968,858","1,124,197","9,555.3",101.4,117.7,"4,738.4","4,563.5",-174.9
41660,"San Angelo, TX",Metropolitan Statistical Area,"105,781","111,823","2,573.5",41.1,43.5,"1,909.2","1,905.7",-3.5
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"1,711,703","2,142,508","7,312.6",234.1,293.0,"3,570.4","3,475.4",-94.9
41740,"San Diego-Carlsbad-San Marcos, CA",Metropolitan Statistical Area,"2,813,833","3,095,313","4,206.6",668.9,735.8,"7,094.4","6,920.5",-173.9
41780,"Sandusky, OH",Metropolitan Statistical Area,"79,551","77,079",251.6,316.2,306.4,"2,019.8","1,782.7",-237.1
41860,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,"4,123,740","4,335,391","2,470.5","1,669.2","1,754.8","12,438.4","12,144.9",-293.4
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,"1,735,819","1,836,911","2,678.8",648.0,685.7,"8,300.4","8,417.7",117.3
42020,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,"246,681","269,637","3,298.6",74.8,81.7,"2,352.4","2,293.4",-59.0
42060,"Santa Barbara-Santa Maria-Goleta, CA",Metropolitan Statistical Area,"399,347","423,895","2,735.1",146.0,155.0,"6,041.4","6,242.8",201.4
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,"255,602","262,382",445.2,574.2,589.4,"4,479.6","4,553.7",74.1
42140,"Santa Fe, NM",Metropolitan Statistical Area,"129,292","144,170","1,909.4",67.7,75.5,"1,845.2","1,770.8",-74.4
42220,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,"458,614","483,878","1,575.8",291.0,307.1,"3,163.0","3,253.6",90.6
42340,"Savannah, GA",Metropolitan Statistical Area,"293,000","347,611","1,340.1",218.6,259.4,"2,153.2","1,811.1",-342.1
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,"560,625","563,631","1,746.7",321.0,322.7,"2,954.4","2,889.1",-65.4
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"3,043,878","3,439,809","5,872.3",518.3,585.8,"4,474.3","4,721.6",247.3
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,"112,947","138,028",502.9,224.6,274.5,"1,262.8","1,312.0",49.2
43100,"Sheboygan, WI",Metropolitan Statistical Area,"112,646","115,507",511.3,220.3,225.9,"2,309.5","2,088.2",-221.3
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,"110,595","120,877",932.8,118.6,129.6,769.1,722.4,-46.7
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,"375,965","398,604","2,594.2",144.9,153.7,"1,711.8","1,566.4",-145.4
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"143,053","143,577","2,073.9",69.0,69.2,"2,218.8","2,105.7",-113.1
43620,"Sioux Falls, SD",Metropolitan Statistical Area,"187,093","228,261","2,575.7",72.6,88.6,"2,247.0","2,215.0",-32.0
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,"316,663","319,224",947.9,334.1,336.8,"2,282.5","2,015.6",-266.9
43900,"Spartanburg, SC",Metropolitan Statistical Area,"253,791","284,307",807.9,314.1,351.9,815.5,799.6,-15.8
44060,"Spokane, WA",Metropolitan Statistical Area,"417,939","471,221","1,763.8",237.0,267.2,"2,936.4","2,861.7",-74.7
44100,"Springfield, IL",Metropolitan Statistical Area,"201,437","210,170","1,182.7",170.3,177.7,"1,893.8","1,719.1",-174.7
44140,"Springfield, MA",Metropolitan Statistical Area,"680,014","692,942","1,843.7",368.8,375.8,"3,072.8","3,184.9",112.1
44180,"Springfield, MO",Metropolitan Statistical Area,"368,374","436,712","3,006.8",122.5,145.2,"1,489.9","1,434.4",-55.5
44220,"Springfield, OH",Metropolitan Statistical Area,"144,742","138,333",397.5,364.2,348.0,"2,146.3","1,928.1",-218.2
44300,"State College, PA",Metropolitan Statistical Area,"135,758","153,990","1,109.9",122.3,138.7,"4,106.6","4,366.2",259.6
44600,"Steubenville-Weirton, OH-WV",Metropolitan Statistical Area,"132,008","124,454",580.1,227.5,214.5,"1,108.4","1,008.5",-99.9
44700,"Stockton, CA",Metropolitan Statistical Area,"563,598","685,306","1,391.3",405.1,492.6,"5,197.5","4,889.1",-308.4
44940,"Sumter, SC",Metropolitan Statistical Area,"104,646","107,456",665.1,157.3,161.6,741.1,679.8,-61.3
45060,"Syracuse, NY",Metropolitan Statistical Area,"650,154","662,577","2,384.9",272.6,277.8,"2,762.7","2,749.3",-13.4
45220,"Tallahassee, FL",Metropolitan Statistical Area,"320,304","367,413","2,387.7",134.1,153.9,"1,758.9","1,964.2",205.3
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,"2,395,997","2,783,243","2,513.4",953.3,"1,107.3","3,444.7","3,323.0",-121.6
45460,"Terre Haute, IN",Metropolitan Statistical Area,"170,943","172,425","1,464.9",116.7,117.7,"1,245.1","1,173.5",-71.6
45500,"Texarkana, TX-Texarkana, AR",Metropolitan Statistical Area,"129,749","136,027","1,510.6",85.9,90.0,946.9,921.6,-25.3
45780,"Toledo, OH",Metropolitan Statistical Area,"659,188","651,429","1,618.4",407.3,402.5,"3,099.2","2,701.9",-397.3
45820,"Topeka, KS",Metropolitan Statistical Area,"224,551","233,870","3,232.6",69.5,72.3,"1,672.3","1,595.3",-76.9
45940,"Trenton-Ewing, NJ",Metropolitan Statistical Area,"350,761","366,513",224.6,"1,562.0","1,632.2","5,783.5","5,864.6",81.1
46060,"Tucson, AZ",Metropolitan Statistical Area,"843,746","980,263","9,187.0",91.8,106.7,"3,416.7","3,213.0",-203.6
46140,"Tulsa, OK",Metropolitan Statistical Area,"859,532","937,478","6,269.2",137.1,149.5,"2,053.7","1,980.2",-73.5
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,"192,034","219,461","2,612.8",73.5,84.0,"1,213.7","1,308.2",94.5
46340,"Tyler, TX",Metropolitan Statistical Area,"174,706","209,714",921.5,189.6,227.6,"1,206.5","1,167.0",-39.5
46540,"Utica-Rome, NY",Metropolitan Statistical Area,"299,896","299,397","2,623.9",114.3,114.1,"2,080.8","2,186.4",105.5
46660,"Valdosta, GA",Metropolitan Statistical Area,"119,560","139,588","1,589.3",75.2,87.8,"1,014.4","1,156.5",142.2
46700,"Vallejo-Fairfield, CA",Metropolitan Statistical Area,"394,542","413,344",821.8,480.1,503.0,"4,883.4","4,502.1",-381.4
47020,"Victoria, TX",Metropolitan Statistical Area,"111,663","115,384","2,241.0",49.8,51.5,"1,685.8","1,729.1",43.3
47220,"Vineland-Millville-Bridgeton, NJ",Metropolitan Statistical Area,"146,438","156,898",483.7,302.7,324.4,"2,181.9","2,523.6",341.7
